Date,mes,building,contents,profits,total,Año,frecuencia
17/01/1989,1,0.42337003,2.54022,1.27011008,4.2337,1989,
17/01/1989,1,1.94750212,0,0,1.947502,1989,
19/01/1989,1,2.54022015,0.1591871,0.21168501,2.911092,1989,
20/01/1989,1,4.23370025,16.9348,3.3869602,24.555461,1989,
21/01/1989,1,0.55038103,0.677392,0,1.227773,1989,
24/01/1989,1,0.61388654,0.4360711,0.16934801,1.219306,1989,
24/01/1989,1,2.70956816,0.5588484,0,3.268417,1989,
26/01/1989,1,1.27011008,3.132938,0.42337003,4.826418,1989,
26/01/1989,1,1.6596105,0,0,1.65961,1989,
29/01/1989,1,0.79085521,0.42337,0,1.214225,1989,
31/01/1989,1,0,1.016088,0,1.016088,1989,
02/02/1989,2,1.10076207,0.2447079,0.17781541,1.523285,1989,
02/02/1989,2,0.84674005,1.439458,0.39796782,2.684166,1989,
05/02/1989,2,1.37171888,0.1905165,0,1.562235,1989,
06/02/1989,2,0.93056732,0.1905165,0,1.121084,1989,
13/02/1989,2,0.7400508,0.2743438,0,1.014395,1989,
14/02/1989,2,6.98560542,33.59695,1.50889077,42.091448,1989,
14/02/1989,2,0.84674005,0.8467401,0,1.69348,1989,
14/02/1989,2,0,1.640135,0,1.640135,1989,
15/02/1989,2,0,1.69348,0.25402202,1.947502,1989,
15/02/1989,2,3.3869602,1.27011,0,4.65707,1989,
15/02/1989,2,1.05842506,0,0,1.058425,1989,
18/02/1989,2,0.90855207,0.2074513,0,1.116003,1989,
22/02/1989,2,1.52413209,0,0,1.524132,1989,
23/02/1989,2,0.22353937,1.168501,0,1.392041,1989,
27/02/1989,2,0,1.016088,0.21168501,1.227773,1989,
04/03/1989,3,3.3869602,11.00762,0,14.394581,1989,
06/03/1989,3,0.19898391,0.762066,0.16934801,1.130398,1989,
07/03/1989,3,1.32091448,0.42337,0,1.744285,1989,
07/03/1989,3,0,1.100762,0.84674005,1.947502,1989,
08/03/1989,3,0,0.9314141,0.25402202,1.185436,1989,
14/03/1989,3,0.61812024,1.947502,0,2.565622,1989,
16/03/1989,3,0,1.14818,0,1.14818,1989,
17/03/1989,3,1.6934801,0.2286198,0.25402202,2.176122,1989,
19/03/1989,3,0,1.331075,0,1.331075,1989,
23/03/1989,3,8.46740051,9.009314,3.3869602,20.863675,1989,
23/03/1989,3,1.27011008,0.5986452,0.0254022,1.894157,1989,
23/03/1989,3,2.11685013,0,0,2.11685,1989,
24/03/1989,3,0.38103302,1.27011,0,1.651143,1989,
27/03/1989,3,0,0.8467401,0.21168501,1.058425,1989,
27/03/1989,3,7.62066046,1.608806,0,9.229467,1989,
01/04/1989,4,0,1.016088,0.12701101,1.143099,1989,
03/04/1989,4,0,5.92718,0,5.92718,1989,
04/04/1989,4,1.19813717,0,0,1.198137,1989,
05/04/1989,4,1.43861135,0.3361558,0,1.774767,1989,
06/04/1989,4,1.26587638,0.6096528,0,1.875529,1989,
09/04/1989,4,0.58425064,5.08044,0,5.664691,1989,
12/04/1989,4,1.10076207,0,0,1.100762,1989,
14/04/1989,4,0.76206605,3.38696,0,4.149026,1989,
16/04/1989,4,1.01608806,0.2675699,0,1.283658,1989,
17/04/1989,4,1.05842506,0,0,1.058425,1989,
19/04/1989,4,2.20152413,0,0,2.201524,1989,
20/04/1989,4,0,0.9508891,0.33869602,1.289585,1989,
21/04/1989,4,0.93141406,0.42337,0,1.354784,1989,
23/04/1989,4,3.81033023,0.1828959,0.42337003,4.416596,1989,
24/04/1989,4,0,1.016088,0.25402202,1.27011,1989,
26/04/1989,4,1.6934801,8.467401,4.23370025,14.394581,1989,
28/04/1989,4,2.54022015,0.146486,0,2.686706,1989,
28/04/1989,4,1.6934801,0,0,1.69348,1989,
28/04/1989,4,1.18204911,0.4419983,0,1.624047,1989,
30/04/1989,4,3.3869602,0,0,3.38696,1989,
02/05/1989,5,0.50804403,3.556308,0,4.064352,1989,
03/05/1989,5,1.30143946,0,0,1.301439,1989,
04/05/1989,5,1.27011008,0,0,1.27011,1989,
06/05/1989,5,1.27011008,0.2836579,0,1.553768,1989,
06/05/1989,5,1.11685013,0.3598645,0,1.476715,1989,
07/05/1989,5,1.01608806,0.1735817,0,1.18967,1989,
11/05/1989,5,1.01608806,0,0,1.016088,1989,
11/05/1989,5,3.04826418,6.07282,1.01608806,10.137172,1989,
13/05/1989,5,2.54022015,0.1227773,0,2.662997,1989,
13/05/1989,5,0.81287045,0.2328535,0,1.045724,1989,
15/05/1989,5,2.28619814,1.354784,0.16934801,3.81033,1989,
18/05/1989,5,1.27011008,0,0,1.27011,1989,
19/05/1989,5,0,1.69348,0,1.69348,1989,
21/05/1989,5,1.48179509,0,0,1.481795,1989,
22/05/1989,5,1.52413209,0,0,1.524132,1989,
23/05/1989,5,1.27011008,1.27011,0.42337003,2.96359,1989,
24/05/1989,5,0.84674005,0.3344623,0,1.181202,1989,
24/05/1989,5,1.17696867,0.3886537,0,1.565622,1989,
24/05/1989,5,2.37087214,0.677392,0,3.048264,1989,
25/05/1989,5,2.54022015,0.4250635,0.37256562,3.337849,1989,
25/05/1989,5,1.18543607,0.2718036,0,1.45724,1989,
26/05/1989,5,1.01608806,0,0,1.016088,1989,
29/05/1989,5,4.23370025,0.0677392,0,4.301439,1989,
02/06/1989,6,2.03217612,0,0,2.032176,1989,
04/06/1989,6,3.81033023,0,0.21168501,4.022015,1989,
05/06/1989,6,0.27519052,0.635055,0.21168501,1.121931,1989,
08/06/1989,6,1.36748518,0.5122777,0,1.879763,1989,
11/06/1989,6,2.20152413,0,0,2.201524,1989,
11/06/1989,6,1.27011008,0,0,1.27011,1989,
12/06/1989,,1.52413209,0.2099915,0,1.734124,1989,
13/06/1989,,0.71972904,0.3471634,0.10160881,1.168501,1989,
13/06/1989,,2.11685013,4.2337,0.42337003,6.77392,1989,
16/06/1989,,0.84674005,0.3302286,0,1.176969,1989,
17/06/1989,,3.06096528,0.42337,1.01608806,4.500423,1989,
17/06/1989,,1.70533446,0.254022,0.25402202,2.213378,1989,
21/06/1989,,1.01608806,0,0,1.016088,1989,
21/06/1989,,1.86282811,0,0,1.862828,1989,
23/06/1989,,0.25402202,1.524132,0.42337003,2.201524,1989,
27/06/1989,,0.66045724,0.5588484,0,1.219306,1989,
27/06/1989,,5.71549534,0,0,5.715495,1989,
28/06/1989,,3.47163421,2.96359,0,6.435224,1989,
28/06/1989,,0,3.38696,2.11685013,5.50381,1989,
28/06/1989,,0,2.11685,0.42337003,2.54022,1989,
28/06/1989,,5.0804403,0,0,5.08044,1989,
29/06/1989,,5.0804403,0,0,5.08044,1989,
03/07/1989,,1.77815411,0.254022,0,2.032176,1989,
05/07/1989,,1.34801016,2.743438,0,4.091448,1989,
06/07/1989,,1.18543607,0.7163421,0,1.901778,1989,
08/07/1989,,3.3869602,1.439458,0,4.826418,1989,
10/07/1989,,1.30143946,0.7171888,0.11346317,2.132091,1989,
10/07/1989,,1.45639289,0.03725656,0.07620661,1.569856,1989,
13/07/1989,,0.99491956,0.1033023,0.15495343,1.253175,1989,
18/07/1989,,1.27011008,0,0,1.27011,1989,
18/07/1989,,2.79424217,0.3048264,0,3.099069,1989,
18/07/1989,,1.45639289,0.1574936,0.29635902,1.910246,1989,
20/07/1989,,0.87214225,0.42337,0,1.295512,1989,
22/07/1989,,1.6934801,0.592718,0.25402202,2.54022,1989,
23/07/1989,,1.62404742,0.2709568,0.59271804,2.487722,1989,
24/07/1989,,1.94750212,0.338696,0,2.286198,1989,
24/07/1989,,0,1.100762,0.30482642,1.405588,1989,
25/07/1989,,1.05842506,0.0338696,0.01016088,1.102456,1989,
26/07/1989,,0.67739204,0.338696,0,1.016088,1989,
28/07/1989,,3.55630821,0.296359,0,3.852667,1989,
28/07/1989,,4.23370025,7.493649,1.07451312,12.801863,1989,
28/07/1989,,1.6088061,0,0,1.608806,1989,
30/07/1989,,1.52413209,0,0,1.524132,1989,
31/07/1989,,0,1.69348,0.27942422,1.972904,1989,
02/08/1989,,1.27011008,0,0,1.27011,1989,
03/08/1989,,0.51481795,0.338696,0.93141406,1.784928,1989,
04/08/1989,,5.0804403,8.467401,2.54022015,16.088061,1989,
04/08/1989,,1.43945809,0,0,1.439458,1989,
04/08/1989,,152.4132091,0,0,152.413209,1989,
05/08/1989,,1.10076207,0.254022,0.08467401,1.439458,1989,
05/08/1989,,0.59017782,1.27011,1.27011008,3.130398,1989,
07/08/1989,,2.21168501,4.07536,0,6.287045,1989,
08/08/1989,,2.07451312,0.5419136,0.16088061,2.777307,1989,
09/08/1989,,0.71972904,0.3132938,0,1.033023,1989,
10/08/1989,,0,1.016088,0,1.016088,1989,
11/08/1989,,12.70110076,1.312447,0,14.013548,1989,
18/08/1989,,0,1.016088,0.25402202,1.27011,1989,
22/08/1989,,1.21507197,0,0,1.215072,1989,
23/08/1989,,7.40897544,0.9585097,0,8.367485,1989,
23/08/1989,,0.42337003,0.4360711,0.19898391,1.058425,1989,
23/08/1989,,0.37256562,0.5588484,0.18628281,1.117697,1989,
24/08/1989,,3.81033023,0,0,3.81033,1989,
25/08/1989,,0.76206605,0.254022,0.08467401,1.100762,1989,
26/08/1989,,1.01608806,0.4301439,0.07451312,1.520745,1989,
27/08/1989,,1.11769687,0.3700254,0,1.487722,1989,
27/08/1989,,0,2.54022,0.84674005,3.38696,1989,
28/08/1989,,2.11685013,1.27011,1.27011008,4.65707,1989,
28/08/1989,,2.12701101,0.1507197,0,2.277731,1989,
29/08/1989,,0.80440305,0.2370872,0,1.04149,1989,
30/08/1989,,1.01608806,0.1608806,0,1.176969,1989,
30/08/1989,,1.52413209,0,0,1.524132,1989,
31/08/1989,,1.05842506,0.2303133,0,1.288738,1989,
04/09/1989,,0.42337003,0.42337,0.42337003,1.27011,1989,
04/09/1989,,2.65029636,0.784928,0.33869602,3.77392,1989,
09/09/1989,,0.93141406,0.2667231,0,1.198137,1989,
10/09/1989,,1.29889924,1.053345,0,2.352244,1989,
11/09/1989,,0.81287045,0.254022,0,1.066892,1989,
11/09/1989,,0.81287045,0.254022,0,1.066892,1989,
11/09/1989,,4.9957663,1.185436,3.21761219,9.398815,1989,
11/09/1989,,1.27011008,0,0,1.27011,1989,
14/09/1989,,1.28281118,3.640982,0.84674005,5.770533,1989,
14/09/1989,,0.78746825,0.2624894,0,1.049958,1989,
14/09/1989,,1.28281118,0,0.25402202,1.536833,1989,
16/09/1989,,0.81287045,0.2709568,0,1.083827,1989,
18/09/1989,,1.31244708,0.2709568,0.29635902,1.879763,1989,
21/09/1989,,0.64352244,0.635055,0,1.278577,1989,
22/09/1989,,0,1.354784,0,1.354784,1989,
24/09/1989,,3.97967824,0,0,3.979678,1989,
25/09/1989,,2.54022015,2.11685,0.59271804,5.249788,1989,
25/09/1989,,1.31244708,0.1718882,0.08128705,1.565622,1989,
25/09/1989,,0,8.467401,4.23370025,12.701101,1989,
26/09/1989,,4.57239627,0,0,4.572396,1989,
27/09/1989,,0.76206605,0.8467401,1.31244708,2.921253,1989,
28/09/1989,,1.27011008,0.127011,0.38103302,1.778154,1989,
29/09/1989,,1.52413209,0,0,1.524132,1989,
29/09/1989,,3.3869602,5.92718,2.37087214,11.685013,1989,
01/10/1989,,1.6934801,0.42337,0,2.11685,1989,
02/10/1989,,1.33784928,0.3022862,0.09314141,1.733277,1989,
02/10/1989,,2.54022015,0,0,2.54022,1989,
07/10/1989,,0.94834886,0.08806097,0.13971211,1.176122,1989,
20/10/1989,,1.6934801,4.2337,0.08467401,6.011854,1989,
22/10/1989,,2.75190517,29.6359,0,32.387807,1989,
23/10/1989,,1.27011008,1.69348,7.62066046,10.584251,1989,
24/10/2008,,1.21930567,0.42337,0,1.642676,2008,
24/10/1989,,3.3869602,0,0,3.38696,1989,
26/10/1989,,0.84674005,0.169348,0,1.016088,1989,
10/11/1989,,1.6934801,2.11685,1.05842506,4.868755,1989,
11/11/1989,,1.27011008,0.2582557,0,1.528366,1989,
12/11/1989,,0.93141406,0.169348,0,1.100762,1989,
13/11/1989,,0.78323455,0.296359,0,1.079594,1989,
13/11/1989,,1.6934801,0,0,1.69348,1989,
14/11/1989,,16.93480102,1.185436,0.50804403,18.628281,1989,
15/11/1989,,1.29127858,0.4403048,0,1.731583,1989,
16/11/1989,,1.6934801,2.11685,0,3.81033,1989,
16/11/1989,,0.76206605,0.338696,0,1.100762,1989,
19/11/1989,,1.6934801,0.0254022,0.11854361,1.837426,1989,
20/11/1989,,0.76206605,0.254022,0,1.016088,1989,
29/11/1989,,1.6934801,2.11685,0.84674005,4.65707,1989,
29/11/1989,,0.97544454,0.3395428,0,1.314987,1989,
30/11/1989,,1.52413209,0,0,1.524132,1989,
03/12/1989,,0,2.11685,0.16934801,2.286198,1989,
03/12/1989,,1.01608806,0,0,1.016088,1989,
05/12/1989,,1.27011008,0.234547,0.38103302,1.88569,1989,
06/12/1989,,0.97375106,0.1685013,0.16934801,1.3116,1989,
06/12/1989,,1.22777307,0,0,1.227773,1989,
08/12/1989,,0.76206605,0.338696,0,1.100762,1989,
09/12/1989,,3.3869602,0,0,3.38696,1989,
13/12/1989,,0,1.210838,0.42337003,1.634208,1989,
14/12/1989,,0.67061812,0.3429297,0,1.013548,1989,
15/12/1989,,1.57239627,0.05249788,0.10160881,1.726503,1989,
18/12/1989,,0,2.96359,0.84674005,3.81033,1989,
18/12/1989,,1.86367485,0.508044,0.08467401,2.456393,1989,
19/12/1989,,2.03217612,0.400508,0.25402202,2.686706,1989,
20/12/1989,,1.00338696,0,0,1.003387,1989,
22/12/1989,,0.84589331,0.169348,0,1.015241,1989,
25/12/1989,,1.27011008,0.592718,0,1.862828,1989,
29/12/1989,,0.84674005,0.2370872,0,1.083827,1989,
30/12/1989,,2.11685013,0,0,2.11685,1989,
30/12/1989,,3.3869602,0.762066,0,4.149026,1989,
31/12/1989,,0.84674005,0.169348,0,1.016088,1989,
31/12/1989,,0,1.016088,0,1.016088,1989,
31/12/1989,,0.84674005,0.3302286,0,1.176969,1989,
